u,index,original,predicted_stage3,stage4_valid,reduced_tokens,text
5,367,1,1,0,contact text caps text caps text contact text,07732584351 - Rodger Burns - MSG = Intentamos llamarlo para responder a nuestro SMS y solicitar un móvil Nokia + una videocámara gratis. Por favor llame ahora al 08000930705 para la entrega mañana.
5,408,1,1,0,text money text caps text money text,"Urgent UR otorgó un viaje de cortesía a EuroDisinc Trav, Aco&Entry41 o å£1000. Para reclamar, envíe un mensaje de texto DIS al 87121 18+6*å £1,50 (moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
5,412,1,1,0,text contact text caps text contact,"5 Tonos Polifónicos Superiores Gratis llama al 087018728737, Tarifa Nacional. Reciba una melodía de toppoly cada semana, simplemente envíe un mensaje de texto con SUBPOLY al 81618, £ 3 por poste. SuSub 08718727870."
5,415,1,1,0,text caps text contact text contact money text,"Felicitaciones, recibió un suministro de CD para un año de Virgin Records o un regalo misterioso GARANTIZADO Llame al 09061104283 Ts&Cs www.smsco.net £1.50 pm aproximadamente 3 minutos"
5,417,1,1,0,text caps caps text contact text contact text,"Para tener la oportunidad de ganar £ 250 en efectivo cada semana TXT: ACCIÓN al 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/semana."
5,419,1,1,0,text money text contact text caps text contact,UÛªve Bin recibe £50 por jugar 4 Instant Cash. Llame al 08715203028 para reclamar. CADA noveno jugador gana un mínimo de £ 50 a £ 500. Optar por no participar 08718727870
5,459,1,1,0,text contact text caps text contact text,"+123 Felicitaciones: en el sorteo del concurso de esta semana, ganó el premio de £ 1450. Para reclamarlo, simplemente llame al 09050002311 b4280703. Términos y condiciones/SMS de parada 08718727868. Mayores de 18 años solo 150 ppm"
5,478,1,1,0,text money text caps caps text contact text contact text,"Para tener la oportunidad de ganar £250 en efectivo cada semana TXT: JUGAR al 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/semana."
5,483,0,1,0,text money text money text money,Cuesta sólo $140 ard...Ìä resto todo y $180 al menos...que es Ì© precio 4 Ì© 2 dormitorios ($900)
5,501,1,1,0,caps text caps text caps text caps text caps text caps caps caps caps caps text caps text caps caps caps text caps caps caps text money text caps money,PREGUNTE A 3MOBILE SI LAS LÍNEAS DE CHAT 0870 INCLUYEN EN MINUTOS GRATIS. INDIA CUST SERVs SED SÍ. L8ER OBTUVO MEGA FACTURA. 3 NO TE IMPORTA. ALGUACIL VENCE EN DÍAS. I O å£250 3 QUIERO å£800
5,544,0,1,0,caps caps text caps text caps caps caps caps text caps text caps caps caps caps caps text caps caps caps caps caps text caps text,"HEY CHICA. ¿CÓMO ESTÁS? ¡ESPERO QUE ERES BIEN, YO Y DEL R BAK! ¡OTRA VEZ MUCHO TIEMPO NO C! DAME UNA LLAMADA SUM TIME DE LUCYxx"
5,546,1,1,0,text caps text caps text caps caps caps text contact text caps text,"SU OPORTUNIDAD DE ESTAR EN UN REALITY FANTASY SHOW llame ahora = 08707509020 Solo 20 peniques por minuto NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 es una llamada nacional = tarifa"
5,547,0,1,0,caps text caps caps caps caps text caps caps text caps text caps caps caps text caps text caps text caps caps caps text caps caps,"\¡CHEERS U TEX PORQUE ESTABAS ABORDADO! SÍ OKDEN HUNNY R UIN WK SAT? SOUNDåÕS COMO TU HAVIN GR8FUN J! MANTÉN ACTUALIZADO CONTANDO LOTES DE LOVEME XXXXX.\"""""
5,580,1,1,0,text contact text caps text money text caps text,"Soy nuevo 2 club y no creo que nos hayamos conocido todavía Will B gr8 2 C U Por favor, deje un mensaje 2 días en su área 09099726553 respuesta prometida CARLIE x Callså£1/minMobsmore LKPOBOX177HP51FL"
5,594,1,1,0,caps text money caps text contact text,¡URGENTE! Estamos intentando comunicarnos con U. El sorteo de hoy muestra que usted ganó un premio de £2000 GARANTIZADO. Llamar al 09058094507 desde teléfono fijo. Reclamo 3030. Válido solo 12 horas
5,635,1,1,0,text money text contact caps text money text,¡El premio Urgent Ur å£500 garantizado aún no ha sido reclamado! Llame al 09066368327 AHORA fecha de cierre 09/04/02 código de reclamo M39M51 å £1.50 pmmorefrommobile2Bremoved-MobyPOBox734LS27YF
5,652,0,1,0,caps caps text caps text caps text caps caps text,"HOLA BEBÉ, ¿CÓMO ESTÁS? WOT U UP 2 2NITE AMO ANNIE X."
5,679,1,1,0,caps text caps caps text caps text contact text money text,"TONO DE LLAMADA GRATIS solo envía un mensaje de texto con la palabra \POLYS\"" al 87131. Luego, cada semana recibe un nuevo tono. 0870737910216 años solo £1,50/semana""."
5,687,1,1,0,caps text caps text contact text caps text,"¡URGENTE! ¡Su móvil número 07xxxxxxxxx ganó un premio adicional de £ 2000 para quien llamó el 06/02/03! ¡Este es el segundo intento de comunicarnos con USTED! llama al 09066362231 lo antes posible! CAJA97N7QP, 150PPM"
5,694,0,1,0,caps caps caps caps caps text caps text caps text caps text caps text,\¿PUEDO POR FAVOR SUBIR AHORA A LA CIUDAD? NO IMPORTA SI URGO EN OUTL8R
5,698,0,1,0,caps caps caps text caps caps caps,¡¡TENGO UNA CITA EL DOMINGO CON WILL!!
5,717,1,1,0,caps text caps text caps text contact caps contact text,URGENTE Este es nuestro segundo intento de comunicarnos con U. Su premio de £ 900 de AYER todavía está pendiente de ser recogido. Para reclamar LLAMA YA 09061702893. ACL03530150PM
5,725,0,1,0,caps text caps text caps text caps text caps text caps caps text caps text caps caps text caps,JADE SU PABLO. ¿NO ME ENVIÓ UN MENSAJE? ¿ME RECUERDAS DE BARMED? ¡QUIERO 2 HABLAR 2 U! ENVÍAME UN MENSAJE
5,745,1,1,0,caps caps caps caps text caps text money text contact text,¡ESTÁ ELEGIDO PARA RECIBIR UN PREMIO DE £350! Llame al número de reclamo 09066364311 para cobrar el premio que ha sido seleccionado para recibir como un valioso cliente móvil.
5,754,1,1,0,text money money text contact text,"Préstamo para cualquier propósito å£500 - å£75.000. Se admiten propietarios e inquilinos. ¿Le han rechazado anteriormente? Todavía podemos ayudar. Llame gratis al 0800 1956669 o envíe un mensaje de texto con ""ayuda"""
5,776,1,1,0,caps text caps text caps text money text contact,"¡USTED HA GANADO! Como valioso cliente de Vodafone, nuestro ordenador le ha elegido a USTED para ganar un premio de £150. Coleccionar es fácil. Solo llama al 09061743386"
5,788,1,1,0,text caps text caps caps caps caps text caps text caps text,"(Bank of Granite emite compra fuerte) SELECCIÓN EXPLOSIVA PARA NUESTROS MIEMBROS ***** MÁS DEL 300% ************ Símbolo Nasdaq CDGT Eso es $ 5,00 por .."
5,790,1,1,0,text caps text money text caps text money text,UR otorgó un City Break y podría GANAR unas compras de verano de £200 cada semana. Envíe un mensaje de texto con TIENDA al 88039. Habilidad. TsCs087147403231Winawk!Edad16 å£1.50porWKsub
5,815,1,1,0,text caps text caps text caps text caps text contact caps text,Gran NUEVA Oferta: DOBLE Minutos y DOBLE Texto con las mejores tarifas de Orange ¡Y obtenga los últimos teléfonos con cámara 4 GRATIS! ¡Llame a MobileUpd8 gratis al 08000839402 AHORA! o 2stoptxt Términos y condiciones
5,825,1,1,0,caps caps caps text money text contact caps text caps text,¡ALERTA HERMANO MAYOR! La computadora te ha seleccionado para recibir 10.000 en efectivo o un vale de 150 €. Llame al 09064018838. NTT PO Box CRO1327 18+ BT Línea fija El costo de los móviles de 150 ppm varía
5,870,1,1,0,caps caps text contact text caps text caps caps text,-PLS STOP bootydelious (32/F) te está invitando a ser su amiga. Responde SÍ-434 o NO-434 Verla: www.SMS.ac/u/bootydelious ¿PARAR? Enviar STOP FRND al 62468
5,871,1,1,0,text contact text caps text caps text caps text,Hace tiempo que no sé nada de U4. Llame a 4 línea privada de chat grosero 01223585334 para correrse. Wan 2C fotos mías follándome y luego envía un mensaje de texto con PIX al 8552. 2Finalizar envío STOP 8552 SAM xxx
5,882,1,1,0,text caps text caps text caps text caps text caps caps text money,"¡Bien hecho INGLATERRA! ¡Obtén el tono de llamada oficial de Poly o la bandera de color en tu móvil! ¡Envíe un mensaje de texto con TONO o BANDERA al 84199 AHORA! Optar por no participar txt ENG STOP. Caja39822 W111WX €1,50"
5,925,1,1,0,caps text contact text caps text contact text,¡PRIVADO! Su estado de cuenta de 2003 para 07815296484 muestra 800 tarjetas SIM no canjeadas. puntos. Llamar 08718738001 Código Identificador 41782 Vence el 18/11/04
5,927,1,1,0,text caps text contact caps text caps text caps text,"Su saldo de efectivo es actualmente de 500 libras; para maximizar su ingreso de efectivo, ahora envíe EFECTIVO al 86688 solo 150 peniques/mensaje. CC: 08718720201 APARTADO DE CORREOS 114/14 TCR/W1"
5,928,1,1,0,caps text money caps text contact text,¡URGENTE! Estamos intentando comunicarnos con U. El sorteo de hoy muestra que usted ganó un premio de £800 GARANTIZADO. Llamar al 09050001808 desde teléfono fijo. Reclama M95. Válido sólo 12 horas
5,930,1,1,0,text money text contact,"Nuestro número de móvil ha ganado £5000. Para reclamar, llámenos o llame a la línea directa de reclamaciones al 09050005321."
5,988,0,1,0,caps caps text caps text caps text caps text caps text,REALMENTE NECESITO 2 BESO U TE EXTRAÑO MI BEBÉ DE UR BEBÉ 4EVA
5,1023,0,1,0,caps text caps caps caps text caps caps,"\GRAN SÓLO SE DESCUENTÓ HACE UNOS DÍAS.CUSOON HONI\"""""
5,1100,1,1,0,caps caps caps caps text caps text caps text,PORNO HARDCORE ILIMITADO GRATIS dirija 2 su teléfono móvil Envíe PORNO al 69200 y obtenga acceso GRATUITO durante 24 horas y luego chrgd@50p por día txt Stop 2exit. Este mensaje es gratis.
5,1125,1,1,0,caps text money caps text contact text,¡URGENTE! Estamos intentando comunicarnos con U. El sorteo de hoy muestra que usted ganó un premio de £800 GARANTIZADO. Llamar al 09050003091 desde teléfono fijo. Reclamación C52. Válido sólo 12 horas
5,1131,1,1,0,caps caps text money text contact text caps text caps text money text,"¡HAS GANADO! Sus vacaciones de 4* en la Costa del Sol o å£5000 esperan ser recogidas. Llama al 09050090044 Ahora para Reclamar. SAE, TC s, POBox334, Stockport, SK38xh, Coste £1,50/pm, Max10mins"
5,1132,1,1,0,text caps money text caps text caps text contact text,"Puedes GANAR £100 en vales de regalo de música cada semana a partir de AHORA Envía un mensaje de texto con la palabra SORTEO a 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription"
5,1143,0,1,0,caps text caps caps caps caps caps,ESTOY EN UNA FIESTA CON ALEX NICHOLS
5,1147,1,1,0,text money text money text contact text,Usted es un ganador y ha sido seleccionado especialmente para recibir £1000 en efectivo o un premio de £2000. Hable con un operador en vivo para reclamar llame al 087123002209 am-7 pm. Cuesta 10p
5,1157,0,1,0,caps caps caps caps text caps text caps caps text,REALMENTE SOY SOZ IMAT MY MADRES 2NITE ¿QUÉ PASA CON 2MORO?
5,1179,1,1,0,text caps caps text contact text contact text,"Para tener la oportunidad de ganar £ 250 en efectivo cada semana TXT: ACCIÓN al 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/semana"
5,1184,0,1,0,caps caps text caps caps caps caps text caps text caps text caps caps text caps text caps text,ASEGÚRATE DE QUE ALEX SEPA QUE SU CUMPLEAÑOS TERMINA EN QUINCE MINUTOS EN LO QUE A TÍ CONTINÚA
5,1190,0,1,0,caps caps caps text caps caps caps caps caps text,"HOLA BEBÉ, ESTOY EN CASA AHORA ¿QUIERES HACER ALGO? XX"
5,1223,1,1,0,text caps text caps text caps text caps text caps text caps caps text,"¡1000 están coqueteando AHORA! Envía un mensaje de texto a CHICA o TIPO y tu NOMBRE y EDAD, por ejemplo, CHICA ZOE 18 al 8007 para unirte y comenzar a chatear."
5,1231,1,1,0,caps text contact text money text caps text contact caps text,¡URGENTE! ¡Su número de teléfono móvil 07808726822 recibió un premio adicional de £2000 para llamadas el 09/02/03! ¡Éste es nuestro segundo intento de comunicarnos con USTED! Llama al 0871-872-9758 BOX95QU
5,1246,1,1,0,text money text caps text contact text contact text,"Para tener la oportunidad de ganar una compra semanal de £250, envíe un mensaje de texto: COMPRAR al 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/semana"
5,1253,1,1,0,text contact text contact,U 447801259231 tiene un admirador secreto que está buscando 2 póngase en contacto con U-descubra quién es R*revele quién piensa que UR es tan especial-llame al 09058094597
5,1257,1,1,0,caps text money caps text contact text,¡URGENTE! Estamos intentando contactar con usted. El sorteo del pasado fin de semana demuestra que has ganado un premio de £900 GARANTIZADO. Llame al 09061701851. Código de reclamo K61. Válido sólo 12 horas
5,1276,1,1,0,text caps contact caps text caps text caps text,Alguien que conoces ha solicitado nuestro servicio de citas. ¡Contáctate! ¿No puedo adivinar quién? LLAME 09058091854 AHORA todo será revelado. CAJA DE CORREOS385 M6 6WU
5,1278,1,1,0,caps caps text money text contact text caps text caps text money text,"¡BIEN HECHO! Sus vacaciones de 4* en la Costa del Sol o å£5000 esperan ser recogidas. Llama al 09050090044 Ahora para Reclamar. SAE, TC, POBox334, Stockport, SK38xh, Coste £1,50/pm, Max10mins"
5,1292,1,1,0,text contact text caps text money text caps text money text,Número de promoción: 8714714: UR recibió un City Break y podría GANAR unas compras de verano de £200 cada semana. Envíe un mensaje de texto con TIENDA al 88039. Habilidad. TsCs087147403231Winawk!Edad16 å£1.50porWKsub
5,1294,1,1,0,caps caps text caps text caps text caps text contact,**MENSAJE GRATIS**Gracias por utilizar el servicio de suscripción a subastas. 18 . 150p/MSGRCVD 2 Saltar un texto de subasta FUERA. 2 Cancelar suscripción txt DETENER Atención al cliente 08718726270
5,1304,1,1,0,text caps text money text money text contact text,Ha GANADO un premio garantizado de £1000 en efectivo o un premio de £2000. Para reclamar su premio llame a nuestro representante de servicio al cliente al 08714712412 entre las 10 a.m. y las 7 p.m. Costo 10p
5,1312,1,1,0,text caps text money caps text contact text,¡Sorteos de premios NAVIDAD! Estamos intentando comunicarnos con U. El sorteo de hoy muestra que usted ganó un premio de £2000 GARANTIZADO. Llamar al 09058094565 desde teléfono fijo. Válido solo 12 horas
5,1378,1,1,0,caps text contact text contact text,¡PRIVADO! Su estado de cuenta de 2003 para 07753741225 muestra 800 puntos S. I. M. no canjeados. Llamar 08715203677 Código Identificador: 42478 Vence el 24/10/04
5,1379,0,1,0,caps caps caps caps text caps text caps text caps caps caps caps caps text caps caps text caps text caps caps text caps text caps caps text caps text caps,"\HOLA. LLAMA CUANDO TERMINES EL TRABAJO. ME GUSTARÍA REUNIRNOS CON TODOS ESTA TONITA YA QUE NECESITO UN DESCANSO DE DABOOKS. ¡HIZO 4 HORAS LA ÚLTIMA NOCHE + 2 HOY DE TRABAJO!\"""""
5,1395,1,1,0,text money text contact text,"Los números de Vodafone actuales que terminan en 4882 se seleccionan para recibir un premio de £350. Si su número coincide, llame al 09064019014 para recibir su premio de £ 350."
5,1417,1,1,0,caps text contact text contact text,¡PRIVADO! Su estado de cuenta de 2003 para 07808247860 muestra 800 puntos S. I. M. no canjeados. Llamar 08719899229 Código Identificador: 40411 Vence el 11/06/04
5,1427,0,1,0,text caps text caps text caps text caps caps caps text caps,R U &SAM P EL UNO EN EL OTRO. SI NOS ENCONTRAMOS PODEMOS IR 2 A MI CASA
5,1428,1,1,0,text caps contact caps text caps text caps text,Alguien que conoces ha solicitado nuestro servicio de citas. ¡Contáctate! ¿No puedo adivinar quién? LLAME 09058091854 AHORA todo será revelado. CAJA DE CORREOS385 M6 6WU
5,1435,1,1,0,text contact text caps caps caps caps caps,información importante 4 usuario naranja 0789xxxxxxx. ¡Hoy es tu día de suerte! 2 Descubre por qué inicia sesión en http://www.urawinner.com ¡TE ESPERA UNA FANTÁSTICA SORPRESA!
5,1468,1,1,0,text contact caps text caps text caps text,"Su saldo de efectivo es actualmente de 500 libras; para maximizar su ingreso de efectivo, envíe GO al 86688 solo 150 peniques/mensaje. CC: 08718720201 APARTADO DE CORREOS 114/14 TCR/W1"
5,1479,0,1,0,text caps text caps caps text caps caps text caps caps caps caps text,"¿Sabes qué es la AMISTAD rael? Te estoy dando un ejemplo: Sólo ese mensaje.. Todo el texto de este mensaje está mal.. Por cierto, puedes leerlo sin ningún error.. BUENAS NOCHES y amigos. QUE TENGAS UN BUEN DORMIR..DULCES SUEÑOS.."
5,1481,1,1,0,text money text caps text caps text caps text,"¿Crees que eres inteligente? Gana £200 esta semana en nuestro cuestionario semanal, envía un mensaje de texto con PLAY al 85222 ahora. Términos y condiciones WinnersClub PO BOX 84, M26 3UZ. 16+. 1,50 GBP/semana"
5,1484,1,1,0,text contact text money text caps text caps text,"Urgente -llamar al 09066649731 desde Teléfono Fijo. Sus vacaciones en Ibiza 4* de cortesía o £10,000 en efectivo esperan su cobro Términos y condiciones de SAE PO BOX 434 SK3 8WP 150ppm 18+"
